"module name","license","repository"
"@babel/runtime@7.29.2","MIT","https://github.com/babel/babel"
"@codemirror/autocomplete@6.20.2","MIT","git+https://code.haverbeke.berlin/codemirror/autocomplete"
"@codemirror/commands@6.10.3","MIT","https://github.com/codemirror/commands"
"@codemirror/lang-json@6.0.2","MIT","https://github.com/codemirror/lang-json"
"@codemirror/language@6.12.3","MIT","https://github.com/codemirror/language"
"@codemirror/lint@6.9.6","MIT","git+https://code.haverbeke.berlin/codemirror/lint"
"@codemirror/search@6.7.0","MIT","git+https://code.haverbeke.berlin/codemirror/search"
"@codemirror/state@6.6.0","MIT","https://github.com/codemirror/state"
"@codemirror/theme-one-dark@6.1.3","MIT","https://github.com/codemirror/theme-one-dark"
"@codemirror/view@6.43.0","MIT","git+https://code.haverbeke.berlin/codemirror/view"
"@fast-csv/format@4.3.5","MIT","https://github.com/C2FO/fast-csv"
"@fast-csv/parse@4.3.6","MIT","https://github.com/C2FO/fast-csv"
"@floating-ui/core@1.7.5","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/dom@1.7.6","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/react-dom@2.1.8","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/utils@0.2.11","MIT","https://github.com/floating-ui/floating-ui"
"@fontsource/plus-jakarta-sans@5.2.8","OFL-1.1","https://github.com/fontsource/font-files"
"@hookform/resolvers@5.4.0","MIT","https://github.com/react-hook-form/resolvers"
"@lezer/common@1.5.2","MIT","https://github.com/lezer-parser/common"
"@lezer/highlight@1.2.3","MIT","https://github.com/lezer-parser/highlight"
"@lezer/json@1.0.3","MIT","https://github.com/lezer-parser/json"
"@lezer/lr@1.4.10","MIT","git+https://code.haverbeke.berlin/lezer/lr"
"@marijn/find-cluster-break@1.0.2","MIT","https://github.com/marijnh/find-cluster-break"
"@radix-ui/number@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/primitive@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-accessible-icon@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-accordion@1.2.12","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-alert-dialog@1.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-arrow@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-aspect-ratio@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-avatar@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-checkbox@1.3.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collapsible@1.1.12","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collection@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-compose-refs@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context-menu@2.2.16","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dialog@1.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-direction@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dismissable-layer@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dropdown-menu@2.1.16","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-guards@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-scope@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-form@0.1.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-hover-card@1.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-id@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-label@2.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-label@2.1.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-menu@2.1.16","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-menubar@1.1.16","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-navigation-menu@1.2.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-one-time-password-field@0.1.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-password-toggle-field@0.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popover@1.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popper@1.2.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-portal@1.1.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-presence@1.1.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-primitive@2.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-primitive@2.1.4","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-progress@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-progress@1.1.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-radio-group@1.3.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-roving-focus@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-scroll-area@1.2.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-select@2.2.6","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-separator@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-separator@1.1.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slider@1.3.6","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.2.4","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-switch@1.2.6","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tabs@1.1.13","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-toast@1.2.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-toggle-group@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-toggle@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-toolbar@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tooltip@1.2.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-callback-ref@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-controllable-state@1.2.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-effect-event@0.0.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-escape-keydown@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-is-hydrated@0.1.0","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-layout-effect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-previous@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-rect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-size@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-visually-hidden@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/rect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@standard-schema/utils@0.3.0","MIT","https://github.com/standard-schema/standard-schema"
"@tanstack/react-table@8.21.3","MIT","https://github.com/TanStack/table"
"@tanstack/table-core@8.21.3","MIT","https://github.com/TanStack/table"
"@types/debug@4.1.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree-jsx@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.24","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.18.63","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prismjs@1.26.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@uiw/codemirror-extensions-basic-setup@4.25.10","MIT","https://github.com/uiwjs/react-codemirror"
"@uiw/react-codemirror@4.25.10","MIT","https://github.com/uiwjs/react-codemirror"
"@ungap/structured-clone@1.3.1","ISC","https://github.com/ungap/structured-clone"
"api-spector-spa@0.1.0","UNLICENSED",""
"archiver-utils@2.1.0","MIT","https://github.com/archiverjs/archiver-utils"
"archiver-utils@3.0.4","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@5.3.2","MIT","https://github.com/archiverjs/node-archiver"
"aria-hidden@1.2.6","MIT","https://github.com/theKashey/aria-hidden"
"async@3.2.6","MIT","https://github.com/caolan/async"
"bail@2.0.2","MIT","https://github.com/wooorm/bail"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"big-integer@1.6.52","Unlicense","https://github.com/peterolson/BigInteger.js"
"binary@0.3.0","MIT","https://github.com/substack/node-binary"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"bluebird@3.4.7","MIT","https://github.com/petkaantonov/bluebird"
"brace-expansion@1.1.14","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.1.0","MIT","https://github.com/juliangruber/brace-expansion"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-indexof-polyfill@1.0.2","MIT","https://github.com/sarosia/buffer-indexof-polyfill"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"buffers@0.1.1","Custom: http://github.com/substack/node-bufferlist","https://github.com/substack/node-buffers"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"chainsaw@0.1.0","MIT*","https://github.com/substack/node-chainsaw"
"character-entities-html4@2.1.0","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@3.0.0","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@2.0.1","MIT","https://github.com/wooorm/character-reference-invalid"
"class-variance-authority@0.7.1","Apache-2.0","https://github.com/joe-bell/cva"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"cmdk@1.1.1","MIT","https://github.com/pacocoursey/cmdk"
"codemirror@6.0.2","MIT","https://github.com/codemirror/basic-setup"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string"
"color@4.2.3","MIT","https://github.com/Qix-/color"
"comma-separated-tokens@2.0.3","MIT","https://github.com/wooorm/comma-separated-tokens"
"compress-commons@4.1.2","MIT","https://github.com/archiverjs/node-compress-commons"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"crc-32@1.2.2","Apache-2.0","https://github.com/SheetJS/js-crc32"
"crc32-stream@4.0.3","MIT","https://github.com/archiverjs/node-crc32-stream"
"crelt@1.0.6","MIT","https://github.com/marijnh/crelt"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"dayjs@1.11.20","MIT","https://github.com/iamkun/dayjs"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decode-named-character-reference@1.3.0","MIT","https://github.com/wooorm/decode-named-character-reference"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-node-es@1.1.0","MIT","https://github.com/thekashey/detect-node"
"devlop@1.1.0","MIT","https://github.com/wooorm/devlop"
"drange@1.1.1","MIT","https://github.com/fent/node-drange"
"duplexer2@0.1.4","BSD-3-Clause","https://github.com/deoxxa/duplexer2"
"end-of-stream@1.4.5","MIT","https://github.com/mafintosh/end-of-stream"
"escape-string-regexp@5.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"estree-util-is-identifier-name@3.0.0","MIT","https://github.com/syntax-tree/estree-util-is-identifier-name"
"exceljs@4.4.0","MIT","https://github.com/exceljs/exceljs"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"fast-csv@4.3.6","MIT","https://github.com/C2FO/fast-csv"
"fault@1.0.4","MIT","https://github.com/wooorm/fault"
"format@0.2.2","MIT","https://github.com/samsonjs/format"
"fs-constants@1.0.0","MIT","https://github.com/mafintosh/fs-constants"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fstream@1.0.12","ISC","https://github.com/npm/fstream"
"get-nonce@1.0.1","MIT","https://github.com/theKashey/get-nonce"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"hast-util-parse-selector@4.0.0","MIT","https://github.com/syntax-tree/hast-util-parse-selector"
"hast-util-to-jsx-runtime@2.3.6","MIT","https://github.com/syntax-tree/hast-util-to-jsx-runtime"
"hast-util-whitespace@3.0.0","MIT","https://github.com/syntax-tree/hast-util-whitespace"
"hastscript@9.0.1","MIT","https://github.com/syntax-tree/hastscript"
"highlight.js@10.7.3","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"highlightjs-vue@1.0.0","CC0-1.0","https://github.com/highlightjs/highlightjs-vue"
"html-url-attributes@3.0.1","MIT","https://github.com/rehypejs/rehype-minify/tree/main/packages/html-url-attributes"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"immediate@3.0.6","MIT","https://github.com/calvinmetcalf/immediate"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"inline-style-parser@0.2.7","MIT","https://github.com/remarkablemark/inline-style-parser"
"is-alphabetical@2.0.1","MIT","https://github.com/wooorm/is-alphabetical"
"is-alphanumerical@2.0.1","MIT","https://github.com/wooorm/is-alphanumerical"
"is-arrayish@0.3.4","MIT","https://github.com/qix-/node-is-arrayish"
"is-decimal@2.0.1","MIT","https://github.com/wooorm/is-decimal"
"is-hexadecimal@2.0.1","MIT","https://github.com/wooorm/is-hexadecimal"
"is-plain-obj@4.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"jszip@3.10.1","(MIT OR GPL-3.0-or-later)","https://github.com/Stuk/jszip"
"lazystream@1.0.1","MIT","https://github.com/jpommerening/node-lazystream"
"lie@3.3.0","MIT","https://github.com/calvinmetcalf/lie"
"listenercount@1.0.1","ISC","https://github.com/jden/node-listenercount"
"lodash-es@4.18.1","MIT","https://github.com/lodash/lodash"
"lodash.defaults@4.2.0","MIT","https://github.com/lodash/lodash"
"lodash.difference@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.escaperegexp@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.flatten@4.4.0","MIT","https://github.com/lodash/lodash"
"lodash.groupby@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.isfunction@3.0.9","MIT","https://github.com/lodash/lodash"
"lodash.isnil@4.0.0","MIT","https://github.com/lodash/lodash"
"lodash.isplainobject@4.0.6","MIT","https://github.com/lodash/lodash"
"lodash.isundefined@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash.union@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.uniq@4.5.0","MIT","https://github.com/lodash/lodash"
"longest-streak@3.1.0","MIT","https://github.com/wooorm/longest-streak"
"lowlight@1.20.0","MIT","https://github.com/wooorm/lowlight"
"lucide-react@1.16.0","ISC","https://github.com/lucide-icons/lucide"
"markdown-table@3.0.4","MIT","https://github.com/wooorm/markdown-table"
"mdast-util-find-and-replace@3.0.2","MIT","https://github.com/syntax-tree/mdast-util-find-and-replace"
"mdast-util-from-markdown@2.0.3","MIT","https://github.com/syntax-tree/mdast-util-from-markdown"
"mdast-util-gfm-autolink-literal@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-gfm-autolink-literal"
"mdast-util-gfm-footnote@2.1.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-footnote"
"mdast-util-gfm-strikethrough@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-strikethrough"
"mdast-util-gfm-table@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-table"
"mdast-util-gfm-task-list-item@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-task-list-item"
"mdast-util-gfm@3.1.0","MIT","https://github.com/syntax-tree/mdast-util-gfm"
"mdast-util-mdx-expression@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdx-expression"
"mdast-util-mdx-jsx@3.2.0","MIT","https://github.com/syntax-tree/mdast-util-mdx-jsx"
"mdast-util-mdxjs-esm@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdxjs-esm"
"mdast-util-phrasing@4.1.0","MIT","https://github.com/syntax-tree/mdast-util-phrasing"
"mdast-util-to-hast@13.2.1","MIT","https://github.com/syntax-tree/mdast-util-to-hast"
"mdast-util-to-markdown@2.1.2","MIT","https://github.com/syntax-tree/mdast-util-to-markdown"
"mdast-util-to-string@4.0.0","MIT","https://github.com/syntax-tree/mdast-util-to-string"
"micromark-core-commonmark@2.0.3","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-core-commonmark"
"micromark-extension-gfm-autolink-literal@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-autolink-literal"
"micromark-extension-gfm-footnote@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-footnote"
"micromark-extension-gfm-strikethrough@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-strikethrough"
"micromark-extension-gfm-table@2.1.1","MIT","https://github.com/micromark/micromark-extension-gfm-table"
"micromark-extension-gfm-tagfilter@2.0.0","MIT","https://github.com/micromark/micromark-extension-gfm-tagfilter"
"micromark-extension-gfm-task-list-item@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-task-list-item"
"micromark-extension-gfm@3.0.0","MIT","https://github.com/micromark/micromark-extension-gfm"
"micromark-factory-destination@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-destination"
"micromark-factory-label@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-label"
"micromark-factory-space@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-space"
"micromark-factory-title@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-title"
"micromark-factory-whitespace@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-whitespace"
"micromark-util-character@2.1.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"micromark-util-chunked@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-chunked"
"micromark-util-classify-character@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-classify-character"
"micromark-util-combine-extensions@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-combine-extensions"
"micromark-util-decode-numeric-character-reference@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-numeric-character-reference"
"micromark-util-decode-string@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-string"
"micromark-util-encode@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"micromark-util-html-tag-name@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-html-tag-name"
"micromark-util-normalize-identifier@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-normalize-identifier"
"micromark-util-resolve-all@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-resolve-all"
"micromark-util-sanitize-uri@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"micromark-util-subtokenize@2.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-subtokenize"
"micromark-util-symbol@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"micromark-util-types@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"micromark@4.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark"
"minimatch@3.1.5","ISC","https://github.com/isaacs/minimatch"
"minimatch@5.1.9","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"pako@1.0.11","(MIT AND Zlib)","https://github.com/nodeca/pako"
"parse-entities@4.0.2","MIT","https://github.com/wooorm/parse-entities"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"prismjs@1.30.0","MIT","https://github.com/PrismJS/prism"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"property-information@7.1.0","MIT","https://github.com/wooorm/property-information"
"radix-ui@1.4.3","MIT","https://github.com/radix-ui/primitives"
"randexp@0.5.3","MIT","https://github.com/fent/randexp.js"
"react-base16-styling@0.10.0","MIT","https://github.com/reduxjs/redux-devtools"
"react-dom@19.2.6","MIT","https://github.com/facebook/react"
"react-hook-form@7.76.1","MIT","https://github.com/react-hook-form/react-hook-form"
"react-json-tree@0.20.0","MIT","https://github.com/reduxjs/redux-devtools"
"react-markdown@10.1.0","MIT","https://github.com/remarkjs/react-markdown"
"react-remove-scroll-bar@2.3.8","MIT","https://github.com/theKashey/react-remove-scroll-bar"
"react-remove-scroll@2.7.2","MIT","https://github.com/theKashey/react-remove-scroll"
"react-style-singleton@2.2.3","MIT","https://github.com/theKashey/react-style-singleton"
"react-syntax-highlighter@16.1.1","MIT","https://github.com/react-syntax-highlighter/react-syntax-highlighter"
"react@19.2.6","MIT","https://github.com/facebook/react"
"readable-stream@2.3.8","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.6.2","MIT","https://github.com/nodejs/readable-stream"
"readdir-glob@1.1.3","Apache-2.0","https://github.com/Yqnn/node-readdir-glob"
"refractor@5.0.0","MIT","https://github.com/wooorm/refractor"
"remark-gfm@4.0.1","MIT","https://github.com/remarkjs/remark-gfm"
"remark-parse@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-parse"
"remark-rehype@11.1.2","MIT","https://github.com/remarkjs/remark-rehype"
"remark-stringify@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-stringify"
"ret@0.2.2","MIT","https://github.com/fent/ret.js"
"rimraf@2.7.1","ISC","https://github.com/isaacs/rimraf"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"saxes@5.0.1","ISC","https://github.com/lddubeau/saxes"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"setimmediate@1.0.5","MIT","https://github.com/YuzuJS/setImmediate"
"simple-swizzle@0.2.4","MIT","https://github.com/qix-/node-simple-swizzle"
"sonner@2.0.7","MIT","https://github.com/emilkowalski/sonner"
"space-separated-tokens@2.0.2","MIT","https://github.com/wooorm/space-separated-tokens"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder"
"stringify-entities@4.0.4","MIT","https://github.com/wooorm/stringify-entities"
"style-mod@4.1.3","MIT","https://github.com/marijnh/style-mod"
"style-to-js@1.1.21","MIT","https://github.com/remarkablemark/style-to-js"
"style-to-object@1.0.14","MIT","https://github.com/remarkablemark/style-to-object"
"tailwind-merge@3.6.0","MIT","https://github.com/dcastil/tailwind-merge"
"tar-stream@2.2.0","MIT","https://github.com/mafintosh/tar-stream"
"tmp@0.2.5","MIT","https://github.com/raszi/node-tmp"
"traverse@0.3.9","MIT*","https://github.com/substack/js-traverse"
"trim-lines@3.0.1","MIT","https://github.com/wooorm/trim-lines"
"trough@2.2.0","MIT","https://github.com/wooorm/trough"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"unified@11.0.5","MIT","https://github.com/unifiedjs/unified"
"unist-util-is@6.0.1","MIT","https://github.com/syntax-tree/unist-util-is"
"unist-util-position@5.0.0","MIT","https://github.com/syntax-tree/unist-util-position"
"unist-util-stringify-position@4.0.0","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"unist-util-visit-parents@6.0.2","MIT","https://github.com/syntax-tree/unist-util-visit-parents"
"unist-util-visit@5.1.0","MIT","https://github.com/syntax-tree/unist-util-visit"
"unzipper@0.10.14","MIT","https://github.com/ZJONSSON/node-unzipper"
"use-callback-ref@1.3.3","MIT","https://github.com/theKashey/use-callback-ref"
"use-sidecar@1.1.3","MIT","https://github.com/theKashey/use-sidecar"
"use-sync-external-store@1.6.0","MIT","https://github.com/facebook/react"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"uuid@8.3.2","MIT","https://github.com/uuidjs/uuid"
"vfile-message@4.0.3","MIT","https://github.com/vfile/vfile-message"
"vfile@6.0.3","MIT","https://github.com/vfile/vfile"
"w3c-keyname@2.2.8","MIT","https://github.com/marijnh/w3c-keyname"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"zip-stream@4.1.1","MIT","https://github.com/archiverjs/node-zip-stream"
"zod@4.4.3","MIT","https://github.com/colinhacks/zod"
"zwitch@2.0.4","MIT","https://github.com/wooorm/zwitch"